2mo,9mo,18mo,gene_name,distance
0.88,0.6,0.8,Ano3,124681
0.55,0.71,0.42,Ano3,104304
0.68,0.9,0.66,Gm15130,759
0.7,0.82,0.93,Gm15130,6575
0.74,0.94,0.75,Olfr1287,1610
0.66,0.92,0.64,Olfr1292-ps1,183
0.75,0.89,0.65,Olfr1297,223
0.5,0.52,0.21,Gm13930,36
0.59,0.61,0.8,Olfr1303,2161
0.5,0.64,0.73,Olfr1305,411
0.66,0.62,0.86,Olfr1305,422
0.42,0.62,0.49,Olfr1311,1110
0.72,0.74,0.93,Olfr1315-ps1,1665
0.3,0.09,0.15,Olfr1317,374
0.52,0.37,0.29,Slc12a6,45359
0.52,0.37,0.29,Gm21985,44870
0.46,0.38,0.22,Slc12a6,45942
0.46,0.38,0.22,Gm21985,54907
0.65,0.53,0.41,Emc4,552
0.65,0.53,0.41,Slc12a6,3600
0.65,0.53,0.41,Gm21985,46756
0.58,0.43,0.35,Katnbl1,1478
0.58,0.43,0.35,Gm21985,29630
0.49,0.32,0.24,Emc7,2903
0.4,0.59,0.63,Aven,16074
0.65,0.8,0.86,Aven,29077
0.58,0.59,0.82,Aven,31907
0.45,0.27,0.23,Aven,44294
0.78,0.58,0.47,Aven,56835
0.59,0.67,0.38,Aven,66909
0.64,0.86,0.88,Aven,31985
0.66,0.79,0.91,Aven,31376
0.24,0.48,0.59,Aven,19172
0.41,0.69,0.68,Ryr3,91600
0.26,0.41,0.51,Ryr3,98534
0.37,0.24,0.16,Ryr3,144603
0.74,0.66,0.49,Ryr3,151357
0.5,0.72,0.75,Ryr3,187680
0.47,0.75,0.59,Ryr3,188244
0.46,0.63,0.7,Ryr3,197300
0.55,0.71,0.76,Ryr3,213381
0.41,0.7,0.66,Ryr3,216339
0.26,0.51,0.52,Ryr3,263508
0.45,0.66,0.67,Ryr3,263160
0.77,0.73,0.53,Ryr3,220772
0.71,0.9,0.94,Ryr3,210112
0.48,0.71,0.41,Ryr3,205824
0.67,0.81,0.89,Ryr3,160741
0.66,0.67,0.46,Ryr3,159614
0.57,0.81,0.69,Ryr3,159169
0.6,0.7,0.84,Ryr3,150718
0.46,0.69,0.51,Ryr3,144719
0.6,0.72,0.83,Ryr3,144305
0.59,0.85,0.81,Ryr3,100282
0.44,0.7,0.77,Ryr3,96075
0.66,0.84,0.89,Ryr3,56708
0.45,0.74,0.68,Ryr3,37299
0.75,0.94,0.96,Fmn1,31658
0.57,0.44,0.26,Fmn1,32195
0.68,0.8,0.5,Fmn1,38838
0.77,0.73,0.55,Fmn1,46415
0.59,0.46,0.33,Gm13963,17345
0.59,0.46,0.33,Gm13965,3993
0.59,0.46,0.33,Fmn1,76716
0.49,0.29,0.2,Gm13963,24556
0.49,0.29,0.2,Fmn1,92802
0.41,0.71,0.73,Gm13963,21264
0.41,0.71,0.73,Fmn1,96094
0.36,0.36,0.13,Gm13963,13086
0.36,0.36,0.13,Fmn1,104272
0.43,0.33,0.23,Gm13963,9200
0.43,0.33,0.23,Fmn1,108158
0.51,0.7,0.49,Gm13963,3555
0.51,0.7,0.49,Gm13966,858
0.51,0.7,0.49,Fmn1,113803
0.51,0.7,0.49,FMN1,250
0.65,0.89,0.9,Gm13963,2727
0.65,0.89,0.9,Gm13966,1686
0.65,0.89,0.9,Fmn1,114631
0.65,0.89,0.9,FMN1,1078
0.43,0.74,0.65,Fmn1,120882
0.43,0.74,0.65,FMN1,7329
0.61,0.81,0.73,Fmn1,153634
0.61,0.81,0.73,FMN1,40081
0.54,0.51,0.27,Fmn1,166831
0.54,0.51,0.27,FMN1,53278
0.56,0.76,0.86,Gm13964,3310
0.56,0.76,0.86,Fmn1,176988
0.56,0.76,0.86,FMN1,63435
0.54,0.72,0.77,Fmn1,138035
0.54,0.72,0.77,FMN1,130728
0.61,0.73,0.85,Fmn1,113009
0.61,0.73,0.85,FMN1,105702
0.45,0.15,0.12,Fmn1,79420
0.45,0.15,0.12,FMN1,72113
0.53,0.72,0.76,Fmn1,77588
0.53,0.72,0.76,FMN1,70281
0.66,0.88,0.87,Fmn1,69447
0.66,0.88,0.87,FMN1,62140
0.51,0.7,0.77,Fmn1,64962
0.51,0.7,0.77,FMN1,57655
0.92,0.74,0.98,Fmn1,57473
0.92,0.74,0.98,FMN1,50166
0.56,0.74,0.78,Fmn1,44720
0.56,0.74,0.78,FMN1,37413
0.46,0.65,0.77,Fmn1,43629
0.46,0.65,0.77,FMN1,36322
0.57,0.85,0.83,Grem1,6410
0.32,0.6,0.56,Grem1,4019
0.43,0.69,0.47,Scg5,6604
0.48,0.25,0.11,Scg5,24192
0.44,0.26,0.16,Scg5,24504
0.39,0.23,0.15,Scg5,26005
0.3,0.23,0.09,Scg5,7475
0.42,0.27,0.22,Scg5,6756
0.43,0.38,0.22,Scg5,6028
0.65,0.39,0.45,Scg5,5817
0.4,0.18,0.27,Scg5,5172
0.68,0.72,0.51,Arhgap11a,3932
0.64,0.78,0.87,A530058N18Rik,6596
0.64,0.78,0.87,A530058N18Rik,6557
0.66,0.88,0.84,C130080G10Rik,5534
0.66,0.88,0.84,A530058N18Rik,12455
0.49,0.74,0.71,A530058N18Rik,3291
0.49,0.38,0.29,Aqr,18062
0.73,0.6,0.45,Aqr,41680
0.58,0.65,0.38,Mir7002,2012
0.58,0.65,0.38,Aqr,38466
0.71,0.77,0.94,Aqr,12786
0.56,0.4,0.35,Zfp770,5630
0.48,0.69,0.75,Dph6,5704
0.68,0.87,0.88,Dph6,28102
0.26,0.47,0.25,Dph6,56063
0.57,0.72,0.51,Dph6,66069
0.88,0.67,0.76,Dph6,64755
0.62,0.53,0.36,Dph6,1470
0.62,0.53,0.36,Gm13972,3069
0.79,0.74,0.47,Gm13974,33
0.84,1.0,0.7,Gm13974,7614
0.2,0.43,0.18,Gm13974,20396
0.62,0.84,0.68,Gm13974,52081
0.62,0.84,0.68,Gm28494,8258
0.29,0.53,0.36,Gm13974,13013
0.29,0.53,0.36,Gm28494,137043
0.5,0.63,0.42,Gm13973,953
0.5,0.63,0.42,Gm13974,10600
0.5,0.63,0.42,Gm28494,139456
0.37,0.59,0.42,Gm28494,89896
0.53,0.47,0.73,Gm28494,55697
0.73,0.92,0.95,3110099E03Rik,17505
0.24,0.49,0.39,3110099E03Rik,15839
0.3,0.52,0.49,3110099E03Rik,15193
0.43,0.6,0.67,3110099E03Rik,9292
0.26,0.33,0.51,Gm13977,4318
0.57,0.61,0.38,BC052040,36423
0.54,0.67,0.77,BC052040,51177
0.49,0.71,0.59,BC052040,77275
0.51,0.62,0.8,BC052040,80293
0.67,0.85,0.93,BC052040,81253
0.97,0.87,0.71,BC052040,50814
0.44,0.5,0.69,BC052040,33028
0.75,0.95,0.94,BC052040,30287
0.55,0.72,0.8,BC052040,29370
0.41,0.6,0.71,Meis2,12033
0.42,0.39,0.65,Meis2,18712
0.42,0.64,0.7,Meis2,19034
0.63,0.84,0.88,Meis2,23442
0.63,0.79,0.89,Meis2,37503
0.58,0.8,0.69,Meis2,41568
0.61,0.86,0.79,Meis2,45653
0.23,0.18,0.5,Meis2,54367
0.52,0.7,0.76,Meis2,55381
0.46,0.75,0.72,Meis2,62472
0.45,0.68,0.66,Meis2,102979
0.57,0.74,0.79,Meis2,88051
0.18,0.28,0.4,Meis2,87711
0.57,0.4,0.75,Meis2,83946
0.75,0.85,0.95,Meis2,83145
0.41,0.52,0.64,Meis2,66398
0.54,0.7,0.81,Meis2,48487
0.59,0.82,0.78,Meis2,47456
0.42,0.62,0.65,Meis2,46855
0.56,0.62,0.77,Meis2,39171
0.64,0.81,0.87,Meis2,32316
0.54,0.67,0.78,Meis2,9132
0.29,0.46,0.57,Meis2,7203
0.27,0.54,0.5,Meis2,6752
0.48,0.74,0.77,2700033N17Rik,702
0.48,0.74,0.77,G630016G05Rik,3517
0.51,0.69,0.79,G630016G05Rik,5934
0.32,0.47,0.62,G630016G05Rik,7233
0.59,0.85,0.84,RP23-162G11.3,2048
0.59,0.85,0.84,G630016G05Rik,9988
0.39,0.52,0.59,Gm13990,6454
0.28,0.08,0.32,Tmco5,697
0.66,0.46,0.41,D330050G23Rik,956
0.63,0.8,0.85,D330050G23Rik,7052
0.33,0.49,0.57,Gm29340,2272
0.28,0.08,0.3,Spred1,5900
0.31,0.03,0.1,Spred1,7968
0.52,0.41,0.3,Spred1,9731
0.36,0.33,0.11,Spred1,17043
0.36,0.24,0.13,Spred1,17609
0.52,0.28,0.31,Spred1,23739
0.51,0.46,0.26,Spred1,25380
0.55,0.37,0.27,Spred1,32166
0.42,0.3,0.22,Spred1,31154
0.28,0.05,0.06,Spred1,12351
0.76,0.5,0.38,Spred1,10216
0.77,0.43,0.56,Spred1,7899
0.61,0.51,0.35,Spred1,7008
0.54,0.37,0.29,Spred1,6384
0.42,0.2,0.14,Spred1,6216
0.63,0.45,0.3,Spred1,4798
0.54,0.19,0.27,Spred1,2946
0.38,0.26,0.1,Rap1a-ps2,2100
0.69,0.84,0.63,Rasgrp1,26301
0.48,0.69,0.68,Rasgrp1,1633
0.74,0.95,0.74,4930412B13Rik,7144
0.81,0.88,0.59,4930412B13Rik,14062
0.6,0.38,0.56,4930412B13Rik,42637
0.6,0.38,0.56,Gm13986,13208
0.18,0.35,0.4,4930412B13Rik,39350
0.18,0.35,0.4,Gm13986,16495
0.35,0.54,0.56,4930412B13Rik,39027
0.35,0.54,0.56,Gm13986,16818
0.6,0.75,0.82,Gm13986,73087
0.71,0.8,0.92,Gm13986,80280
0.36,0.48,0.21,Gm13986,88572
0.53,0.75,0.63,Gm13986,124666
0.6,0.69,0.82,Gm13986,64537
0.5,0.68,0.7,Gm13986,48724
0.72,0.91,0.94,Gm13986,39186
0.39,0.3,0.16,Thbs1,3326
0.19,0.32,0.42,Gm29232,6225
0.19,0.32,0.42,A930104D05Rik,2964
0.19,0.32,0.42,Gpr176,95
0.73,0.92,0.94,Gm29232,4402
0.73,0.92,0.94,A930104D05Rik,1141
0.73,0.92,0.94,Gpr176,1918
0.54,0.77,0.77,Gpr176,6601
0.64,0.83,0.89,Gpr176,12846
0.31,0.24,0.1,Gpr176,19232
0.5,0.56,0.73,Gpr176,21594
0.49,0.73,0.67,Gpr176,42010
0.6,0.78,0.9,Gpr176,29997
0.38,0.16,0.18,Gpr176,20465
0.42,0.2,0.18,Gpr176,12395
0.61,0.82,0.81,Gpr176,7332
0.76,0.43,0.3,Gpr176,3110
0.44,0.27,0.19,Gpr176,2861
0.7,0.79,0.94,Eif2ak4,19557
0.75,0.83,0.59,Eif2ak4,21767
0.42,0.5,0.28,Eif2ak4,35661
0.47,0.66,0.72,Eif2ak4,31566
0.36,0.44,0.63,Eif2ak4,30808
0.46,0.27,0.21,Eif2ak4,7478
0.71,0.51,0.66,Eif2ak4,6853
0.61,0.44,0.32,Srp14,3725
0.79,0.85,0.62,Bmf,4370
0.62,0.83,0.8,Bmf,5922
0.43,0.55,0.33,Bmf,1133
0.67,0.88,0.84,Bub1b,10092
0.66,0.87,0.86,Pak6,12537
0.44,0.72,0.67,Pak6,12806
0.52,0.71,0.85,Pak6,13125
0.59,0.77,0.86,Pak6,13232
0.64,0.87,0.78,Pak6,13443
0.43,0.58,0.77,Pak6,17173
0.41,0.47,0.18,Pak6,1834
0.41,0.47,0.18,Ankrd63,1083
0.66,0.77,0.87,Ankrd63,4002
0.58,0.74,0.8,Ankrd63,3892
0.56,0.76,0.78,Ankrd63,292
0.56,0.76,0.78,Plcb2,154
0.59,0.8,0.76,Plcb2,7259
0.42,0.36,0.17,Plcb2,2781
0.48,0.22,0.21,Inafm2,3118
0.46,0.24,0.24,Inafm2,185
0.58,0.49,0.35,A430105I19Rik,1687
0.32,0.27,0.11,Disp2,2614
0.31,0.14,0.1,Disp2,14189
0.45,0.23,0.3,Disp2,5150
0.72,0.56,0.42,Knstrn,12536
0.6,0.65,0.37,Knstrn,21758
0.6,0.65,0.37,Gm14091,2361
0.46,0.58,0.7,Knstrn,20578
0.46,0.58,0.7,Gm14091,743
0.68,0.51,0.46,Ivd,963
0.52,0.33,0.32,Bahd1,7315
0.72,0.83,0.56,Bahd1,7891
0.5,0.73,0.64,Gm14089,244
0.86,0.65,0.74,Ccdc32,1157
0.7,0.9,0.72,Rpusd2,4262
0.84,0.85,0.63,Rad51,14289
0.84,0.85,0.63,Rmdn3,155
0.61,0.5,0.32,Rmdn3,3094
0.58,0.61,0.33,Gm14138,2057
0.58,0.61,0.33,Dnajc17,17704
0.62,0.76,0.87,Gm14138,1466
0.62,0.76,0.87,Dnajc17,18295
0.1,0.19,0.34,Dnajc17,12145
0.25,0.35,0.52,Dnajc17,11462
0.69,0.82,0.91,Dnajc17,7588
0.79,0.83,0.52,Dnajc17,3872
0.79,0.83,0.52,Zfyve19,306
0.81,0.75,0.6,Spint1,4720
0.48,0.21,0.26,Vps18,2871
0.35,0.58,0.46,Vps18,493
0.25,0.49,0.48,Vps18,219
0.11,0.12,0.37,Vps18,78
0.35,0.58,0.52,Gm14207,3991
0.28,0.54,0.43,Dll4,4901
0.54,0.38,0.23,Dll4,1348
0.47,0.53,0.69,Ino80,6669
0.56,0.39,0.27,Ino80,41383
0.8,0.67,0.59,Ino80,52097
0.74,0.65,0.52,Ino80,4797
0.32,0.23,0.1,Ino80,3518
0.51,0.54,0.75,Exd1,670
0.59,0.8,0.71,Chp1,13530
0.74,0.51,0.65,Chp1,18787
0.74,0.88,0.65,Chp1,7335
0.54,0.51,0.33,Rtf1,11736
0.75,0.64,0.55,Rtf1,24553
0.79,0.79,0.56,Rtf1,25205
0.73,0.63,0.48,Rtf1,4203
0.23,0.45,0.28,Gm25857,1516
0.23,0.45,0.28,Itpka,1103
0.26,0.47,0.46,Itpka,4021
0.23,0.29,0.46,Ltk,2154
0.47,0.52,0.68,Tyro3,7473
0.77,0.68,0.51,Tyro3,6409
0.31,0.18,0.09,Mga,1184
0.68,0.61,0.42,Mapkbp1,3596
0.59,0.75,0.82,Mapkbp1,15361
0.51,0.39,0.29,Pla2g4b,4124
0.51,0.39,0.29,Gm28042,4127
0.53,0.4,0.26,Sptbn5,2462
0.41,0.68,0.49,Sptbn5,11906
0.48,0.7,0.66,Sptbn5,20947
0.33,0.17,0.05,Ehd4,11866
0.74,0.94,0.86,Ehd4,24309
0.48,0.33,0.14,Ehd4,26408
0.53,0.85,0.87,Ehd4,34570
0.34,0.56,0.57,Ehd4,34280
0.61,0.34,0.26,Pla2g4e,21763
0.77,0.62,0.84,Pla2g4d,6598
0.27,0.17,0.06,Pla2g4f,1804
0.31,0.07,0.03,Pla2g4f,2541
0.58,0.44,0.37,Vps39,7572
0.64,0.37,0.35,Vps39,19134
0.54,0.33,0.36,Vps39,18869
0.58,0.4,0.26,Vps39,17288
0.54,0.44,0.31,Vps39,6797
0.38,0.2,0.14,Vps39,3723
0.5,0.36,0.24,Tmem87a,6885
0.55,0.59,0.38,Tmem87a,5035
0.56,0.77,0.62,Ganc,12807
0.24,0.27,0.06,Capn3,10493
0.81,0.72,0.59,Zfp106,25985
0.81,0.72,0.59,Gm26899,99
0.46,0.19,0.17,Zfp106,27531
0.46,0.19,0.17,Gm26899,1447
0.78,0.66,0.5,Snap23,16800
0.48,0.24,0.29,Snap23,12755
0.48,0.22,0.25,Stard9,2985
0.86,0.81,0.61,Stard9,17929
0.51,0.55,0.2,Stard9,19974
0.58,0.39,0.22,Stard9,25785
0.58,0.41,0.26,Stard9,31332
0.48,0.27,0.27,Stard9,31603
0.76,0.65,0.49,Stard9,41510
0.58,0.49,0.29,Stard9,42006
0.76,0.77,0.54,Stard9,37583
0.83,0.66,0.61,Stard9,30683
0.88,0.9,0.69,Stard9,20476
0.67,0.49,0.45,Stard9,18986
0.67,0.49,0.45,Cdan1,755
0.52,0.42,0.27,Stard9,15805
0.52,0.42,0.27,Cdan1,3936
0.43,0.25,0.21,Stard9,11139
0.43,0.25,0.21,Cdan1,8602
0.6,0.46,0.32,Stard9,10055
0.6,0.46,0.32,Cdan1,9686
0.31,0.52,0.59,Cdan1,50560
0.31,0.52,0.59,Ttbk2,51036
0.62,0.76,0.46,AV039307,2931
0.62,0.76,0.46,Cdan1,492
0.62,0.76,0.46,Ttbk2,968
0.83,0.8,0.6,Ubr1,43069
0.88,0.9,0.7,Ubr1,12651
0.74,0.47,0.59,Ubr1,7763
0.64,0.58,0.38,Ubr1,6192
0.45,0.25,0.21,Tmem62,10952
0.82,0.87,0.66,Ccndbp1,4477
0.69,0.76,0.55,Tgm7,220
0.23,0.35,0.48,Lcmt2,3009
0.79,0.62,0.47,Lcmt2,3989
0.79,0.62,0.47,Adal,236
0.86,0.75,0.58,Lcmt2,3654
0.86,0.75,0.58,Adal,571
0.49,0.29,0.26,Tubgcp4,14713
0.87,0.9,0.68,Tubgcp4,6636
0.87,0.9,0.68,Trp53bp1,2853
0.6,0.36,0.38,Tubgcp4,3293
0.6,0.36,0.38,Trp53bp1,6196
0.89,0.79,0.66,Trp53bp1,22253
0.95,0.72,0.9,Trp53bp1,34580
0.57,0.65,0.8,Trp53bp1,856
0.32,0.52,0.53,Map1a,279
0.69,0.65,0.48,Gm14978,648
0.69,0.65,0.48,Map1a,4751
0.43,0.26,0.2,Map1a,10515
0.77,0.72,0.54,Ppip5k1,14784
0.47,0.72,0.72,Ppip5k1,18336
0.36,0.11,0.04,Ppip5k1,19006
0.75,0.71,0.91,Ppip5k1,22939
0.78,0.89,0.68,Ppip5k1,22411
0.67,0.47,0.46,Ppip5k1,3826
0.62,0.53,0.41,Ppip5k1,1457
0.62,0.53,0.41,Ckmt1,225
0.5,0.55,0.73,Ppip5k1,679
0.5,0.55,0.73,Ckmt1,1003
0.65,0.65,0.44,Strc,11977
0.76,0.67,0.55,Pdia3,7253
0.69,0.91,0.85,Serf2,43
0.69,0.91,0.85,Hypk,402
0.69,0.91,0.85,Mfap1b,2035
0.5,0.17,0.28,Mfap1b,8896
0.49,0.62,0.74,Gm14018,449
0.4,0.54,0.68,Frmd5,8169
0.39,0.63,0.61,Frmd5,44605
0.4,0.25,0.13,Frmd5,66931
0.55,0.45,0.25,Frmd5,71372
0.61,0.87,0.85,Frmd5,85001
0.64,0.82,0.88,Frmd5,103940
0.56,0.52,0.29,Gm14021,1089
0.56,0.52,0.29,Frmd5,106451
0.3,0.48,0.24,Frmd5,97166
0.48,0.56,0.74,Gm14020,1310
0.48,0.56,0.74,Frmd5,91247
0.28,0.56,0.55,Frmd5,44022
0.53,0.66,0.75,Frmd5,34821
0.6,0.85,0.82,Frmd5,31402
0.25,0.34,0.11,Frmd5,21043
0.38,0.56,0.65,Frmd5,10092
0.18,0.34,0.42,Frmd5,9973
0.64,0.64,0.44,Gm14019,1924
0.64,0.64,0.44,Casc4,735
0.6,0.37,0.63,Casc4,27948
0.67,0.46,0.4,Ctdspl2,6631
0.62,0.88,0.76,Ctdspl2,13546
0.84,0.85,0.64,Ctdspl2,18302
0.72,0.67,0.47,Eif3j1,1011
0.7,0.61,0.43,Spg11,23168
0.8,0.65,0.55,Spg11,11053
0.45,0.53,0.29,Spg11,10580
0.54,0.81,0.72,Patl2,24612
0.54,0.81,0.72,Trim69,4877
0.85,0.62,0.85,Sord,12073
0.59,0.74,0.83,Duox2,9279
0.29,0.54,0.44,Duoxa2,2601
0.29,0.54,0.44,Duox2,664
0.48,0.75,0.69,Duoxa2,3738
0.48,0.75,0.69,Duoxa1,447
0.11,0.32,0.27,Duoxa2,3795
0.11,0.32,0.27,Duoxa1,504
0.27,0.31,0.55,Duoxa2,3972
0.27,0.31,0.55,Duoxa1,681
0.83,0.61,0.65,Duoxa1,4360
0.78,0.57,0.44,Shf,7859
0.48,0.25,0.26,Shf,10799
0.73,0.65,0.52,Shf,10486
0.52,0.41,0.29,Shf,8422
0.54,0.34,0.15,Gm24409,1375
0.35,0.13,0.14,Gatm,6987
0.59,0.34,0.26,Gatm,4742
0.61,0.39,0.28,Gatm,1394
0.49,0.24,0.12,Spata5l1,1319
0.27,0.12,0.07,Spata5l1,2870
0.32,0.48,0.59,AA467197,3308
0.3,0.42,0.53,AA467197,3347
0.5,0.52,0.75,AA467197,1337
0.5,0.52,0.75,Mir147,1027
0.78,0.85,0.61,4930417H01Rik,11275
0.29,0.21,0.08,Sqrdl,2502
0.75,0.92,0.65,Gm13989,1159
0.75,0.92,0.65,Gm13988,381
0.47,0.38,0.2,Gm13988,677
0.44,0.7,0.62,Sema6d,42554
0.44,0.7,0.62,4930517E11Rik,1433
0.56,0.79,0.71,Sema6d,83755
0.66,0.86,0.81,Sema6d,84210
0.52,0.65,0.73,Sema6d,114702
0.59,0.79,0.59,Sema6d,151318
0.56,0.77,0.67,Sema6d,189222
0.54,0.72,0.84,Sema6d,194078
0.5,0.76,0.81,Sema6d,194734
0.68,0.74,0.89,Sema6d,194873
0.29,0.08,0.19,Sema6d,251778
0.67,0.88,0.8,Sema6d,282901
0.45,0.57,0.65,Sema6d,234207
0.43,0.56,0.64,Sema6d,233719
0.62,0.83,0.6,Sema6d,174512
0.75,0.9,0.7,Sema6d,167504
0.53,0.34,0.27,Sema6d,114510
0.65,0.64,0.43,Sema6d,85968
0.6,0.36,0.33,Sema6d,51560
0.55,0.65,0.8,Sema6d,12034
0.54,0.66,0.75,Gm13994,195
0.52,0.8,0.7,Gm14004,2071
0.47,0.67,0.63,Ctxn2,2251
0.84,0.71,0.93,Slc12a1,780
0.42,0.29,0.16,Slc12a1,895
0.37,0.1,0.12,Slc12a1,1116
0.46,0.61,0.72,Slc12a1,9674
0.52,0.73,0.83,Slc12a1,35011
0.61,0.73,0.82,Slc12a1,12134
0.51,0.33,0.3,Gm14003,1796
0.52,0.32,0.2,Gm14003,2225
0.6,0.48,0.27,Fbn1,1763
0.51,0.78,0.63,Fbn1,10524
0.63,0.51,0.37,Fbn1,19791
0.26,0.04,0.08,Fbn1,33000
0.68,0.63,0.44,Fbn1,34328
0.79,0.59,0.56,Fbn1,45221
0.37,0.18,0.41,Fbn1,51266
0.6,0.73,0.42,Fbn1,56879
0.49,0.19,0.14,Fbn1,79367
0.76,0.66,0.56,Fbn1,99345
0.39,0.66,0.64,Fbn1,89410
0.49,0.74,0.72,Fbn1,82392
0.56,0.53,0.34,Fbn1,17031
0.82,0.82,0.6,Fbn1,13428
0.56,0.37,0.3,Cep152,2721
0.47,0.28,0.22,Cep152,15482
0.79,0.62,0.44,Cep152,22422
0.42,0.29,0.14,Cep152,20821
0.36,0.58,0.65,Cep152,6593
0.56,0.39,0.32,Cep152,1025
0.56,0.39,0.32,Shc4,641
0.52,0.47,0.23,Shc4,14112
0.79,0.67,0.48,Shc4,31201
0.34,0.21,0.07,Shc4,35314
0.54,0.39,0.29,Shc4,35606
0.72,0.6,0.39,Shc4,35950
0.75,0.64,0.53,Shc4,39382
0.51,0.4,0.28,Shc4,40189
0.69,0.57,0.45,Shc4,41341
0.71,0.67,0.45,Shc4,42078
0.79,0.79,0.51,Shc4,42402
0.39,0.25,0.13,Shc4,42697
0.58,0.33,0.3,Shc4,45622
0.67,0.47,0.37,Shc4,45266
0.84,0.66,0.49,Shc4,44904
0.91,0.92,0.68,Shc4,44866
0.72,0.48,0.42,Shc4,43828
0.36,0.18,0.1,Shc4,34856
0.51,0.36,0.3,Shc4,33309
0.46,0.28,0.25,Shc4,32867
0.67,0.58,0.45,Shc4,31119
0.44,0.27,0.24,Shc4,25152
0.67,0.47,0.34,Shc4,16986
0.75,0.52,0.4,Shc4,15741
0.81,0.64,0.55,Shc4,15049
0.64,0.43,0.32,Shc4,14498
0.72,0.55,0.5,Shc4,12262
0.72,0.61,0.52,Shc4,10739
0.86,0.68,0.65,Shc4,9876
0.61,0.34,0.54,Shc4,9607
0.56,0.34,0.18,Shc4,9466
0.52,0.38,0.28,Shc4,9336
0.46,0.23,0.22,Shc4,7971
0.65,0.46,0.42,Shc4,969
0.75,0.53,0.59,Secisbp2l,6382
0.62,0.41,0.41,Secisbp2l,5677
0.37,0.23,0.12,Secisbp2l,3292
0.71,0.82,0.59,Cops2,10760
0.86,0.75,0.98,Cops2,12403
0.41,0.39,0.18,Cops2,4576
0.64,0.85,0.73,Galk2,46849
0.77,0.71,0.91,Galk2,59411
0.65,0.83,0.86,Galk2,60066
0.18,0.29,0.39,Galk2,64316
0.57,0.77,0.78,Galk2,46653
0.57,0.75,0.78,Galk2,10204
0.82,0.91,0.67,Fam227b,19734
0.51,0.68,0.82,Fam227b,34069
0.52,0.64,0.8,Fam227b,56980
0.52,0.64,0.8,Fgf7,5805
0.71,0.63,0.83,Fam227b,62777
0.71,0.63,0.83,Fgf7,11602
0.38,0.64,0.59,Fam227b,62978
0.38,0.64,0.59,Fgf7,11803
0.67,0.82,0.88,Fam227b,65369
0.67,0.82,0.88,Fgf7,14194
0.5,0.56,0.71,Fam227b,80575
0.5,0.56,0.71,Fgf7,19756
0.57,0.77,0.53,Atp8b4,21277
0.72,0.92,0.76,Atp8b4,52355
0.27,0.41,0.48,Atp8b4,86061
0.67,0.73,0.89,Atp8b4,78465
0.58,0.57,0.78,Atp8b4,62029
0.45,0.58,0.31,Atp8b4,52830
0.73,0.82,0.93,Atp8b4,43517
0.67,0.55,0.81,Atp8b4,13360
0.6,0.76,0.82,Atp8b4,7146
0.38,0.39,0.12,Hdc,53
0.89,0.88,0.69,Hdc,6129
0.42,0.64,0.51,Gabpb1,5079
0.55,0.33,0.33,Gm10774,820
0.55,0.33,0.33,Usp8,2846
0.55,0.33,0.33,Usp50,1078
0.64,0.59,0.4,Usp8,21157
0.64,0.59,0.4,Usp50,19389
0.4,0.25,0.2,Usp8,21724
0.4,0.25,0.2,Usp50,19956
0.81,0.71,0.52,Trpm7,33525
0.77,0.77,0.56,Sppl2a,4956
0.56,0.44,0.29,Sppl2a,3515
0.81,0.74,0.59,Ap4e1,991
0.4,0.25,0.2,Ap4e1,3037
0.25,0.08,0.03,Blvra,9638
0.59,0.53,0.31,Ncaph,13643
0.78,0.7,0.57,Ncaph,13957
0.77,0.58,0.42,Ncaph,13698
0.64,0.8,0.85,1810024B03Rik,5919
0.77,0.75,0.54,1810024B03Rik,685
0.77,0.75,0.54,Snrnp200,3209
0.6,0.44,0.29,Snrnp200,11189
0.79,0.74,0.51,Snrnp200,12444
0.89,0.83,0.66,Tmem127,8526
0.51,0.67,0.72,Astl,11337
0.39,0.64,0.71,Adra2b,3308
0.48,0.71,0.6,Adra2b,3051
0.78,0.59,0.52,Gpat2,6477
0.28,0.16,0.08,Kcnip3,83
0.47,0.35,0.26,Kcnip3,1925
0.5,0.29,0.22,Kcnip3,3850
0.59,0.37,0.33,Kcnip3,4667
0.8,0.72,0.49,Kcnip3,4824
0.74,0.59,0.5,Kcnip3,5365
0.42,0.28,0.22,Kcnip3,6338
0.34,0.3,0.1,Kcnip3,6574
0.63,0.5,0.38,Kcnip3,7565
0.72,0.62,0.51,Kcnip3,9660
0.61,0.38,0.43,Kcnip3,10166
0.57,0.37,0.27,Kcnip3,11154
0.38,0.24,0.15,Kcnip3,14199
0.46,0.19,0.34,Kcnip3,15940
0.7,0.59,0.5,Gm22613,210
0.7,0.59,0.5,Kcnip3,16309
0.52,0.32,0.23,Gm22613,191
0.52,0.32,0.23,Kcnip3,16710
0.41,0.25,0.19,Gm22613,1497
0.41,0.25,0.19,Kcnip3,18016
0.66,0.46,0.43,Gm22613,1036
0.66,0.46,0.43,Kcnip3,19774
0.44,0.36,0.21,Kcnip3,22257
0.57,0.47,0.35,Kcnip3,24644
0.45,0.33,0.17,Kcnip3,25154
0.46,0.3,0.23,Kcnip3,31201
0.49,0.34,0.26,Kcnip3,33612
0.55,0.39,0.29,Kcnip3,34057
0.51,0.35,0.23,Kcnip3,32337
0.43,0.23,0.28,Kcnip3,31352
